time: 1e-09, e: 1000000000000.0, Ar2^+: 0, Ar*: 0, Ar2(W)^+: 0, Ar(W)^+: 0, Ar^+: 1000000000000.0, Ar: 3.2187760973281406e+24, e(W): 0, EN: 77.66808103688814
time: 5.592080295023548e-05, e: 2.4211827257484826e+17, Ar2^+: 2.4266240436772653e+17, Ar*: 2.073550791025704e+18, Ar2(W)^+: 8.01183938448195e+16, Ar(W)^+: 279387931209115.0, Ar^+: 531799593774219.1, Ar: 3.218773377357458e+24, e(W): 8.147371316267643e+16, EN: 4.549392026259588
time: 5.6078645293756344e-05, e: 2.4215227257484826e+17, Ar2^+: 2.4268140436772653e+17, Ar*: 2.072705791025704e+18, Ar2(W)^+: 8.03653938448195e+16, Ar(W)^+: 280387931209115.0, Ar^+: 530799593774219.1, Ar: 3.218773377670624e+24, e(W): 8.170571316267643e+16, EN: 4.548593874967374
time: 5.623740373719662e-05, e: 2.4224727257484826e+17, Ar2^+: 2.4275840436772653e+17, Ar*: 2.071960791025704e+18, Ar2(W)^+: 8.06033938448195e+16, Ar(W)^+: 280387931209115.0, Ar^+: 524799593774219.1, Ar: 3.2187733777917603e+24, e(W): 8.191971316267643e+16, EN: 4.546365326849097
time: 5.6396996638038956e-05, e: 2.4231327257484826e+17, Ar2^+: 2.4286240436772653e+17, Ar*: 2.070869791025704e+18, Ar2(W)^+: 8.08143938448195e+16, Ar(W)^+: 283387931209115.0, Ar^+: 504799593774219.1, Ar: 3.218773378269972e+24, e(W): 8.215171316267643e+16, EN: 4.544818441293906
time: 5.655636837505156e-05, e: 2.4243127257484826e+17, Ar2^+: 2.4297340436772653e+17, Ar*: 2.069893791025704e+18, Ar2(W)^+: 8.10343938448195e+16, Ar(W)^+: 283387931209115.0, Ar^+: 524799593774219.1, Ar: 3.218773378564127e+24, e(W): 8.238471316267643e+16, EN: 4.542055588562739
time: 5.671590438206119e-05, e: 2.4249727257484826e+17, Ar2^+: 2.4305640436772653e+17, Ar*: 2.068771791025704e+18, Ar2(W)^+: 8.12503938448195e+16, Ar(W)^+: 285387931209115.0, Ar^+: 523799593774219.1, Ar: 3.2187733790873404e+24, e(W): 8.261871316267643e+16, EN: 4.540511825756677
time: 5.6875214546714826e-05, e: 2.4255527257484826e+17, Ar2^+: 2.4309140436772653e+17, Ar*: 2.067671791025704e+18, Ar2(W)^+: 8.14823938448195e+16, Ar(W)^+: 285387931209115.0, Ar^+: 532799593774219.1, Ar: 3.2187733796445426e+24, e(W): 8.283671316267643e+16, EN: 4.5391561068995125
time: 5.7034608713370355e-05, e: 2.4261827257484826e+17, Ar2^+: 2.4319040436772653e+17, Ar*: 2.065885791025704e+18, Ar2(W)^+: 8.17173938448195e+16, Ar(W)^+: 286387931209115.0, Ar^+: 490799593774219.1, Ar: 3.218773380803876e+24, e(W): 8.306671316267643e+16, EN: 4.537684492232685
time: 5.7194859172121674e-05, e: 2.4266827257484826e+17, Ar2^+: 2.4323740436772653e+17, Ar*: 2.064779791025704e+18, Ar2(W)^+: 8.19613938448195e+16, Ar(W)^+: 287387931209115.0, Ar^+: 511799593774219.1, Ar: 3.2187733813060743e+24, e(W): 8.332971316267643e+16, EN: 4.536517267128016
time: 5.7354271551691066e-05, e: 2.4270427257484826e+17, Ar2^+: 2.4325140436772653e+17, Ar*: 2.063816791025704e+18, Ar2(W)^+: 8.21863938448195e+16, Ar(W)^+: 289387931209115.0, Ar^+: 537799593774219.1, Ar: 3.218773381763264e+24, e(W): 8.356071316267643e+16, EN: 4.535677260908476
time: 5.751517174976726e-05, e: 2.4273427257484826e+17, Ar2^+: 2.4329740436772653e+17, Ar*: 2.062151791025704e+18, Ar2(W)^+: 8.24413938448195e+16, Ar(W)^+: 292387931209115.0, Ar^+: 517799593774219.1, Ar: 3.2187733828435776e+24, e(W): 8.381471316267643e+16, EN: 4.534977508728981
time: 5.767648937568129e-05, e: 2.4276127257484826e+17, Ar2^+: 2.4333240436772653e+17, Ar*: 2.060780791025704e+18, Ar2(W)^+: 8.26703938448195e+16, Ar(W)^+: 292387931209115.0, Ar^+: 539799593774219.1, Ar: 3.21877338366483e+24, e(W): 8.407371316267643e+16, EN: 4.534347928302253
time: 5.783681541107612e-05, e: 2.4282727257484826e+17, Ar2^+: 2.4339940436772653e+17, Ar*: 2.059264791025704e+18, Ar2(W)^+: 8.29063938448195e+16, Ar(W)^+: 293387931209115.0, Ar^+: 548799593774219.1, Ar: 3.218773384565116e+24, e(W): 8.432071316267643e+16, EN: 4.53280973710097
time: 5.799730833625396e-05, e: 2.4290627257484826e+17, Ar2^+: 2.4351340436772653e+17, Ar*: 2.057241791025704e+18, Ar2(W)^+: 8.31193938448195e+16, Ar(W)^+: 294387931209115.0, Ar^+: 540799593774219.1, Ar: 3.2187733859414913e+24, e(W): 8.456171316267643e+16, EN: 4.530970029107789
time: 5.8157785339194276e-05, e: 2.4290127257484826e+17, Ar2^+: 2.4353740436772653e+17, Ar*: 2.055384791025704e+18, Ar2(W)^+: 8.33523938448195e+16, Ar(W)^+: 295387931209115.0, Ar^+: 535799593774219.1, Ar: 3.218773387288845e+24, e(W): 8.481971316267643e+16, EN: 4.5310864192541045
time: 5.831974852354809e-05, e: 2.4295027257484826e+17, Ar2^+: 2.4361340436772653e+17, Ar*: 2.053892791025704e+18, Ar2(W)^+: 8.35843938448195e+16, Ar(W)^+: 295387931209115.0, Ar^+: 514799593774219.1, Ar: 3.218773388186131e+24, e(W): 8.505771316267643e+16, EN: 4.529946070848053
time: 5.8480291083505934e-05, e: 2.4296327257484826e+17, Ar2^+: 2.4364440436772653e+17, Ar*: 2.052542791025704e+18, Ar2(W)^+: 8.38243938448195e+16, Ar(W)^+: 296387931209115.0, Ar^+: 512799593774219.1, Ar: 3.2187733889953833e+24, e(W): 8.531471316267643e+16, EN: 4.529643632030606
time: 5.864233014338182e-05, e: 2.4302927257484826e+17, Ar2^+: 2.4373940436772653e+17, Ar*: 2.051447791025704e+18, Ar2(W)^+: 8.40543938448195e+16, Ar(W)^+: 296387931209115.0, Ar^+: 505799593774219.1, Ar: 3.2187733894475854e+24, e(W): 8.556671316267643e+16, EN: 4.5281088361160835
time: 5.88039015678708e-05, e: 2.4314427257484826e+17, Ar2^+: 2.4382740436772653e+17, Ar*: 2.050068791025704e+18, Ar2(W)^+: 8.42943938448195e+16, Ar(W)^+: 296387931209115.0, Ar^+: 514799593774219.1, Ar: 3.2187733901618186e+24, e(W): 8.578871316267643e+16, EN: 4.5254372139331815
time: 5.896490583953598e-05, e: 2.4319027257484826e+17, Ar2^+: 2.4382940436772653e+17, Ar*: 2.048873791025704e+18, Ar2(W)^+: 8.45403938448195e+16, Ar(W)^+: 297387931209115.0, Ar^+: 537799593774219.1, Ar: 3.2187733908370497e+24, e(W): 8.601471316267643e+16, EN: 4.524369504385538
time: 5.912729562109993e-05, e: 2.4320627257484826e+17, Ar2^+: 2.4383240436772653e+17, Ar*: 2.047225791025704e+18, Ar2(W)^+: 8.48043938448195e+16, Ar(W)^+: 298387931209115.0, Ar^+: 527799593774219.1, Ar: 3.218773391960366e+24, e(W): 8.625671316267643e+16, EN: 4.523998232412345
time: 5.928944710784685e-05, e: 2.4328327257484826e+17, Ar2^+: 2.4388940436772653e+17, Ar*: 2.045671791025704e+18, Ar2(W)^+: 8.50463938448195e+16, Ar(W)^+: 298387931209115.0, Ar^+: 533799593774219.1, Ar: 3.2187733929106524e+24, e(W): 8.648471316267643e+16, EN: 4.522212511301039
time: 5.945202242121732e-05, e: 2.4333227257484826e+17, Ar2^+: 2.4389240436772653e+17, Ar*: 2.043905791025704e+18, Ar2(W)^+: 8.52883938448195e+16, Ar(W)^+: 298387931209115.0, Ar^+: 572799593774219.1, Ar: 3.218773394147984e+24, e(W): 8.671971316267643e+16, EN: 4.521076911258544
time: 5.961315642718331e-05, e: 2.4341427257484826e+17, Ar2^+: 2.4392340436772653e+17, Ar*: 2.041895791025704e+18, Ar2(W)^+: 8.55333938448195e+16, Ar(W)^+: 299387931209115.0, Ar^+: 601799593774219.1, Ar: 3.2187733955763603e+24, e(W): 8.694371316267643e+16, EN: 4.519177876404705
time: 5.977493740894498e-05, e: 2.4351127257484826e+17, Ar2^+: 2.4404240436772653e+17, Ar*: 2.039752791025704e+18, Ar2(W)^+: 8.57573938448195e+16, Ar(W)^+: 299387931209115.0, Ar^+: 618799593774219.1, Ar: 3.218773397016745e+24, e(W): 8.720671316267643e+16, EN: 4.516933647747619
time: 5.993757877403777e-05, e: 2.4358727257484826e+17, Ar2^+: 2.4413840436772653e+17, Ar*: 2.037942791025704e+18, Ar2(W)^+: 8.59973938448195e+16, Ar(W)^+: 300387931209115.0, Ar^+: 590799593774219.1, Ar: 3.218773398182089e+24, e(W): 8.743971316267643e+16, EN: 4.5151769393910905
time: 6.009996091503211e-05, e: 2.4358027257484826e+17, Ar2^+: 2.4417240436772653e+17, Ar*: 2.035652791025704e+18, Ar2(W)^+: 8.62013938448195e+16, Ar(W)^+: 301387931209115.0, Ar^+: 608799593774219.1, Ar: 3.2187733999775325e+24, e(W): 8.770371316267643e+16, EN: 4.515338680748249
time: 6.0263559239796035e-05, e: 2.4362427257484826e+17, Ar2^+: 2.4424440436772653e+17, Ar*: 2.033248791025704e+18, Ar2(W)^+: 8.64273938448195e+16, Ar(W)^+: 301387931209115.0, Ar^+: 575799593774219.1, Ar: 3.2187734018190083e+24, e(W): 8.792471316267643e+16, EN: 4.514322226013741
time: 6.0426290931175676e-05, e: 2.4362627257484826e+17, Ar2^+: 2.4424540436772653e+17, Ar*: 2.031854791025704e+18, Ar2(W)^+: 8.66863938448195e+16, Ar(W)^+: 301387931209115.0, Ar^+: 568799593774219.1, Ar: 3.2187734027002787e+24, e(W): 8.817571316267643e+16, EN: 4.514276035071837
time: 6.0589219326172904e-05, e: 2.4359927257484826e+17, Ar2^+: 2.4426240436772653e+17, Ar*: 2.029589791025704e+18, Ar2(W)^+: 8.69203938448195e+16, Ar(W)^+: 304387931209115.0, Ar^+: 537799593774219.1, Ar: 3.218773404491737e+24, e(W): 8.842571316267643e+16, EN: 4.514899697485326
time: 6.0752024162453495e-05, e: 2.4358527257484826e+17, Ar2^+: 2.4426040436772653e+17, Ar*: 2.027598791025704e+18, Ar2(W)^+: 8.71403938448195e+16, Ar(W)^+: 304387931209115.0, Ar^+: 535799593774219.1, Ar: 3.2187734060491393e+24, e(W): 8.865571316267643e+16, EN: 4.515223150201485
time: 6.091629279381433e-05, e: 2.4367027257484826e+17, Ar2^+: 2.4431140436772653e+17, Ar*: 2.026078791025704e+18, Ar2(W)^+: 8.73663938448195e+16, Ar(W)^+: 304387931209115.0, Ar^+: 532799593774219.1, Ar: 3.2187734070184297e+24, e(W): 8.884471316267643e+16, EN: 4.513260089237385
time: 6.107947109426172e-05, e: 2.4364227257484826e+17, Ar2^+: 2.4430040436772653e+17, Ar*: 2.024465791025704e+18, Ar2(W)^+: 8.76003938448195e+16, Ar(W)^+: 305387931209115.0, Ar^+: 532799593774219.1, Ar: 3.2187734081847565e+24, e(W): 8.909671316267643e+16, EN: 4.513906544073731
time: 6.124374756377097e-05, e: 2.4369427257484826e+17, Ar2^+: 2.4439140436772653e+17, Ar*: 2.022933791025704e+18, Ar2(W)^+: 8.78283938448195e+16, Ar(W)^+: 306387931209115.0, Ar^+: 512799593774219.1, Ar: 3.218773409098047e+24, e(W): 8.934471316267643e+16, EN: 4.512706142014342
time: 6.140713861314556e-05, e: 2.4365427257484826e+17, Ar2^+: 2.4436240436772653e+17, Ar*: 2.021403791025704e+18, Ar2(W)^+: 8.80463938448195e+16, Ar(W)^+: 306387931209115.0, Ar^+: 525799593774219.1, Ar: 3.218773410237367e+24, e(W): 8.958671316267643e+16, EN: 4.513629468006965
time: 6.157090382160459e-05, e: 2.4361827257484826e+17, Ar2^+: 2.4432640436772653e+17, Ar*: 2.019794791025704e+18, Ar2(W)^+: 8.83063938448195e+16, Ar(W)^+: 306387931209115.0, Ar^+: 526799593774219.1, Ar: 3.2187734113976863e+24, e(W): 8.984771316267643e+16, EN: 4.514460805171171
time: 6.17347356308515e-05, e: 2.4365527257484826e+17, Ar2^+: 2.4438240436772653e+17, Ar*: 2.018235791025704e+18, Ar2(W)^+: 8.85273938448195e+16, Ar(W)^+: 307387931209115.0, Ar^+: 520799593774219.1, Ar: 3.218773412407985e+24, e(W): 9.008271316267643e+16, EN: 4.513606380066717
time: 6.189800493763774e-05, e: 2.4368727257484826e+17, Ar2^+: 2.4437940436772653e+17, Ar*: 2.016327791025704e+18, Ar2(W)^+: 8.87733938448195e+16, Ar(W)^+: 307387931209115.0, Ar^+: 539799593774219.1, Ar: 3.2187734138113516e+24, e(W): 9.031271316267643e+16, EN: 4.512867695247777
time: 6.206147527933919e-05, e: 2.4369327257484826e+17, Ar2^+: 2.4442140436772653e+17, Ar*: 2.015094791025704e+18, Ar2(W)^+: 8.89953938448195e+16, Ar(W)^+: 308387931209115.0, Ar^+: 508799593774219.1, Ar: 3.218773414546608e+24, e(W): 9.054071316267643e+16, EN: 4.512729220522809
time: 6.222634168769796e-05, e: 2.4364227257484826e+17, Ar2^+: 2.4441240436772653e+17, Ar*: 2.013597791025704e+18, Ar2(W)^+: 8.92103938448195e+16, Ar(W)^+: 310387931209115.0, Ar^+: 510799593774219.1, Ar: 3.2187734156279155e+24, e(W): 9.080171316267643e+16, EN: 4.513906544443096
time: 6.239069089447922e-05, e: 2.4363627257484826e+17, Ar2^+: 2.4441940436772653e+17, Ar*: 2.012335791025704e+18, Ar2(W)^+: 8.94293938448195e+16, Ar(W)^+: 310387931209115.0, Ar^+: 507799593774219.1, Ar: 3.2187734164411815e+24, e(W): 9.103071316267643e+16, EN: 4.514045096151514
time: 6.255472258087275e-05, e: 2.4368327257484826e+17, Ar2^+: 2.4447640436772653e+17, Ar*: 2.011162791025704e+18, Ar2(W)^+: 8.96713938448195e+16, Ar(W)^+: 311387931209115.0, Ar^+: 494799593774219.1, Ar: 3.2187734170284e+24, e(W): 9.127071316267643e+16, EN: 4.5129600169997195
time: 6.271842167713672e-05, e: 2.4367027257484826e+17, Ar2^+: 2.4446540436772653e+17, Ar*: 2.009561791025704e+18, Ar2(W)^+: 8.99263938448195e+16, Ar(W)^+: 311387931209115.0, Ar^+: 480799593774219.1, Ar: 3.2187734181557244e+24, e(W): 9.151371316267643e+16, EN: 4.51326008981738
time: 6.288218082772015e-05, e: 2.4363727257484826e+17, Ar2^+: 2.4443940436772653e+17, Ar*: 2.008551791025704e+18, Ar2(W)^+: 9.01793938448195e+16, Ar(W)^+: 311387931209115.0, Ar^+: 478799593774219.1, Ar: 3.2187734187139317e+24, e(W): 9.177171316267643e+16, EN: 4.5140220037427685
time: 6.304640107253622e-05, e: 2.4368127257484826e+17, Ar2^+: 2.4444440436772653e+17, Ar*: 2.007282791025704e+18, Ar2(W)^+: 9.04343938448195e+16, Ar(W)^+: 311387931209115.0, Ar^+: 509799593774219.1, Ar: 3.2187734194321544e+24, e(W): 9.201871316267643e+16, EN: 4.513006179436814
time: 6.321048488938483e-05, e: 2.4375827257484826e+17, Ar2^+: 2.4449240436772653e+17, Ar*: 2.005901791025704e+18, Ar2(W)^+: 9.06983938448195e+16, Ar(W)^+: 311387931209115.0, Ar^+: 511799593774219.1, Ar: 3.2187734201874104e+24, e(W): 9.225571316267643e+16, EN: 4.511229656731734
time: 6.337423324934647e-05, e: 2.4379127257484826e+17, Ar2^+: 2.4451540436772653e+17, Ar*: 2.004590791025704e+18, Ar2(W)^+: 9.09433938448195e+16, Ar(W)^+: 311387931209115.0, Ar^+: 501799593774219.1, Ar: 3.218773420972666e+24, e(W): 9.248071316267643e+16, EN: 4.510468745267726
time: 6.353972319888405e-05, e: 2.4379427257484826e+17, Ar2^+: 2.4453140436772653e+17, Ar*: 2.002927791025704e+18, Ar2(W)^+: 9.11563938448195e+16, Ar(W)^+: 312387931209115.0, Ar^+: 523799593774219.1, Ar: 3.2187734221549805e+24, e(W): 9.272971316267643e+16, EN: 4.510399585084759
time: 6.370506998667786e-05, e: 2.4386727257484826e+17, Ar2^+: 2.4453640436772653e+17, Ar*: 2.002260791025704e+18, Ar2(W)^+: 9.14133938448195e+16, Ar(W)^+: 314387931209115.0, Ar^+: 541799593774219.1, Ar: 3.218773422278114e+24, e(W): 9.293871316267643e+16, EN: 4.508717381184733
time: 6.386988360170338e-05, e: 2.4392527257484826e+17, Ar2^+: 2.4457440436772653e+17, Ar*: 2.000982791025704e+18, Ar2(W)^+: 9.16703938448195e+16, Ar(W)^+: 314387931209115.0, Ar^+: 536799593774219.1, Ar: 3.218773422971351e+24, e(W): 9.317071316267643e+16, EN: 4.507381786822771
time: 6.403539606360081e-05, e: 2.4401927257484826e+17, Ar2^+: 2.4459140436772653e+17, Ar*: 1.999286791025704e+18, Ar2(W)^+: 9.19553938448195e+16, Ar(W)^+: 314387931209115.0, Ar^+: 546799593774219.1, Ar: 3.2187734240536675e+24, e(W): 9.338871316267643e+16, EN: 4.505218989173704
time: 6.420006639504821e-05, e: 2.4402527257484826e+17, Ar2^+: 2.4465840436772653e+17, Ar*: 1.997352791025704e+18, Ar2(W)^+: 9.21883938448195e+16, Ar(W)^+: 315387931209115.0, Ar^+: 499799593774219.1, Ar: 3.218773425434047e+24, e(W): 9.363671316267643e+16, EN: 4.505081013260844
time: 6.436522463875195e-05, e: 2.4405127257484826e+17, Ar2^+: 2.4468740436772653e+17, Ar*: 1.995886791025704e+18, Ar2(W)^+: 9.24283938448195e+16, Ar(W)^+: 315387931209115.0, Ar^+: 510799593774219.1, Ar: 3.218773426351318e+24, e(W): 9.389071316267643e+16, EN: 4.504483221288124
time: 6.453010220849345e-05, e: 2.4407327257484826e+17, Ar2^+: 2.4474740436772653e+17, Ar*: 1.994265791025704e+18, Ar2(W)^+: 9.26473938448195e+16, Ar(W)^+: 315387931209115.0, Ar^+: 521799593774219.1, Ar: 3.2187734274036244e+24, e(W): 9.415871316267643e+16, EN: 4.503977529088383
time: 6.469602397264949e-05, e: 2.4408627257484826e+17, Ar2^+: 2.4469240436772653e+17, Ar*: 1.993050791025704e+18, Ar2(W)^+: 9.29023938448195e+16, Ar(W)^+: 316387931209115.0, Ar^+: 560799593774219.1, Ar: 3.2187734281788703e+24, e(W): 9.438571316267643e+16, EN: 4.503678767735456
time: 6.486313211276064e-05, e: 2.4409027257484826e+17, Ar2^+: 2.4468840436772653e+17, Ar*: 1.991892791025704e+18, Ar2(W)^+: 9.31553938448195e+16, Ar(W)^+: 316387931209115.0, Ar^+: 563799593774219.1, Ar: 3.2187734288361146e+24, e(W): 9.463371316267643e+16, EN: 4.503586849684503
time: 6.502928473580396e-05, e: 2.4412927257484826e+17, Ar2^+: 2.4474340436772653e+17, Ar*: 1.990006791025704e+18, Ar2(W)^+: 9.34053938448195e+16, Ar(W)^+: 316387931209115.0, Ar^+: 543799593774219.1, Ar: 3.218773430132478e+24, e(W): 9.487971316267643e+16, EN: 4.502690857290437
time: 6.519589425145515e-05, e: 2.4412327257484826e+17, Ar2^+: 2.4473840436772653e+17, Ar*: 1.988631791025704e+18, Ar2(W)^+: 9.36583938448195e+16, Ar(W)^+: 316387931209115.0, Ar^+: 540799593774219.1, Ar: 3.218773431014758e+24, e(W): 9.513071316267643e+16, EN: 4.502828677658352
time: 6.536178396247205e-05, e: 2.4422927257484826e+17, Ar2^+: 2.4481340436772653e+17, Ar*: 1.987609791025704e+18, Ar2(W)^+: 9.39253938448195e+16, Ar(W)^+: 316387931209115.0, Ar^+: 548799593774219.1, Ar: 3.2187734313449285e+24, e(W): 9.537471316267643e+16, EN: 4.500395172260346
time: 6.552829952653984e-05, e: 2.4422727257484826e+17, Ar2^+: 2.4480840436772653e+17, Ar*: 1.986594791025704e+18, Ar2(W)^+: 9.41763938448195e+16, Ar(W)^+: 316387931209115.0, Ar^+: 534799593774219.1, Ar: 3.2187734318821446e+24, e(W): 9.560871316267643e+16, EN: 4.500441061620138
time: 6.569544494321709e-05, e: 2.4426527257484826e+17, Ar2^+: 2.4481340436772653e+17, Ar*: 1.985344791025704e+18, Ar2(W)^+: 9.44503938448195e+16, Ar(W)^+: 316387931209115.0, Ar^+: 533799593774219.1, Ar: 3.2187734325753867e+24, e(W): 9.584871316267643e+16, EN: 4.4995693349446695
time: 6.586191366891597e-05, e: 2.4429827257484826e+17, Ar2^+: 2.4487840436772653e+17, Ar*: 1.983972791025704e+18, Ar2(W)^+: 9.46753938448195e+16, Ar(W)^+: 316387931209115.0, Ar^+: 517799593774219.1, Ar: 3.218773433383649e+24, e(W): 9.608971316267643e+16, EN: 4.498812600422176
time: 6.602857457861769e-05, e: 2.4428827257484826e+17, Ar2^+: 2.4486640436772653e+17, Ar*: 1.982579791025704e+18, Ar2(W)^+: 9.49413938448195e+16, Ar(W)^+: 318387931209115.0, Ar^+: 496799593774219.1, Ar: 3.2187734342879276e+24, e(W): 9.633471316267643e+16, EN: 4.499041885403498
time: 6.619489095979097e-05, e: 2.4430227257484826e+17, Ar2^+: 2.4488240436772653e+17, Ar*: 1.981275791025704e+18, Ar2(W)^+: 9.51743938448195e+16, Ar(W)^+: 318387931209115.0, Ar^+: 516799593774219.1, Ar: 3.218773435074164e+24, e(W): 9.658971316267643e+16, EN: 4.498720893516216
time: 6.636118178085623e-05, e: 2.4427727257484826e+17, Ar2^+: 2.4486540436772653e+17, Ar*: 1.980328791025704e+18, Ar2(W)^+: 9.53993938448195e+16, Ar(W)^+: 320387931209115.0, Ar^+: 511799593774219.1, Ar: 3.2187734356083686e+24, e(W): 9.681971316267643e+16, EN: 4.49929412762712
time: 6.652823750752967e-05, e: 2.4437627257484826e+17, Ar2^+: 2.4494140436772653e+17, Ar*: 1.978958791025704e+18, Ar2(W)^+: 9.56413938448195e+16, Ar(W)^+: 321387931209115.0, Ar^+: 527799593774219.1, Ar: 3.218773436325607e+24, e(W): 9.705571316267643e+16, EN: 4.497025030633785
time: 6.669545092844721e-05, e: 2.4441427257484826e+17, Ar2^+: 2.4501040436772653e+17, Ar*: 1.977611791025704e+18, Ar2(W)^+: 9.58753938448195e+16, Ar(W)^+: 322387931209115.0, Ar^+: 508799593774219.1, Ar: 3.218773437084863e+24, e(W): 9.730271316267643e+16, EN: 4.496154710285495
time: 6.686279420744604e-05, e: 2.4442327257484826e+17, Ar2^+: 2.4502840436772653e+17, Ar*: 1.976809791025704e+18, Ar2(W)^+: 9.61343938448195e+16, Ar(W)^+: 322387931209115.0, Ar^+: 474799593774219.1, Ar: 3.2187734373670364e+24, e(W): 9.753671316267643e+16, EN: 4.495948634276926
time: 6.703071839585207e-05, e: 2.4439727257484826e+17, Ar2^+: 2.4503440436772653e+17, Ar*: 1.975806791025704e+18, Ar2(W)^+: 9.63843938448195e+16, Ar(W)^+: 322387931209115.0, Ar^+: 443799593774219.1, Ar: 3.218773437889245e+24, e(W): 9.778771316267643e+16, EN: 4.496544019984897
time: 6.719725005325766e-05, e: 2.4441927257484826e+17, Ar2^+: 2.4500440436772653e+17, Ar*: 1.974527791025704e+18, Ar2(W)^+: 9.66503938448195e+16, Ar(W)^+: 323387931209115.0, Ar^+: 460799593774219.1, Ar: 3.2187734386784885e+24, e(W): 9.801971316267643e+16, EN: 4.496040221262845
time: 6.73636882195064e-05, e: 2.4443127257484826e+17, Ar2^+: 2.4498440436772653e+17, Ar*: 1.973177791025704e+18, Ar2(W)^+: 9.69023938448195e+16, Ar(W)^+: 325387931209115.0, Ar^+: 481799593774219.1, Ar: 3.2187734395417426e+24, e(W): 9.826271316267643e+16, EN: 4.4957654725686
time: 6.753124409739742e-05, e: 2.4446127257484826e+17, Ar2^+: 2.4493840436772653e+17, Ar*: 1.971778791025704e+18, Ar2(W)^+: 9.71623938448195e+16, Ar(W)^+: 325387931209115.0, Ar^+: 514799593774219.1, Ar: 3.218773440480012e+24, e(W): 9.847971316267643e+16, EN: 4.4950787569127915
time: 6.769874625208582e-05, e: 2.4447527257484826e+17, Ar2^+: 2.4494640436772653e+17, Ar*: 1.970463791025704e+18, Ar2(W)^+: 9.74033938448195e+16, Ar(W)^+: 328387931209115.0, Ar^+: 521799593774219.1, Ar: 3.2187734412872635e+24, e(W): 9.872471316267643e+16, EN: 4.494758365958453
time: 6.786548896297483e-05, e: 2.4442927257484826e+17, Ar2^+: 2.4490640436772653e+17, Ar*: 1.969110791025704e+18, Ar2(W)^+: 9.76763938448195e+16, Ar(W)^+: 329387931209115.0, Ar^+: 493799593774219.1, Ar: 3.2187734422015423e+24, e(W): 9.897671316267643e+16, EN: 4.495811261697432
time: 6.803233910060342e-05, e: 2.4442827257484826e+17, Ar2^+: 2.4492540436772653e+17, Ar*: 1.968057791025704e+18, Ar2(W)^+: 9.79093938448195e+16, Ar(W)^+: 329387931209115.0, Ar^+: 495799593774219.1, Ar: 3.218773442748745e+24, e(W): 9.923171316267643e+16, EN: 4.49583415661258
time: 6.819957051027359e-05, e: 2.4444127257484826e+17, Ar2^+: 2.4493140436772653e+17, Ar*: 1.966479791025704e+18, Ar2(W)^+: 9.81593938448195e+16, Ar(W)^+: 329387931209115.0, Ar^+: 505799593774219.1, Ar: 3.218773443805051e+24, e(W): 9.948471316267643e+16, EN: 4.495536542809382
time: 6.836756345087151e-05, e: 2.4439427257484826e+17, Ar2^+: 2.4492140436772653e+17, Ar*: 1.966016791025704e+18, Ar2(W)^+: 9.84063938448195e+16, Ar(W)^+: 329387931209115.0, Ar^+: 469799593774219.1, Ar: 3.2187734438301633e+24, e(W): 9.973271316267643e+16, EN: 4.496612729529836
time: 6.853540288464961e-05, e: 2.4439927257484826e+17, Ar2^+: 2.4493040436772653e+17, Ar*: 1.965226791025704e+18, Ar2(W)^+: 9.86503938448195e+16, Ar(W)^+: 329387931209115.0, Ar^+: 507799593774219.1, Ar: 3.2187734440763084e+24, e(W): 1.0001871316267643e+17, EN: 4.496498215605497
time: 6.870306052417037e-05, e: 2.4449627257484826e+17, Ar2^+: 2.4495440436772653e+17, Ar*: 1.963491791025704e+18, Ar2(W)^+: 9.89003938448195e+16, Ar(W)^+: 329387931209115.0, Ar^+: 519799593774219.1, Ar: 3.2187734452516257e+24, e(W): 1.0020771316267643e+17, EN: 4.494277870795246
time: 6.887061026429431e-05, e: 2.4448027257484826e+17, Ar2^+: 2.4493840436772653e+17, Ar*: 1.962753791025704e+18, Ar2(W)^+: 9.91313938448195e+16, Ar(W)^+: 330387931209115.0, Ar^+: 531799593774219.1, Ar: 3.2187734455467844e+24, e(W): 1.0045171316267643e+17, EN: 4.494643952733369
time: 6.903816499746586e-05, e: 2.4453027257484826e+17, Ar2^+: 2.4497740436772653e+17, Ar*: 1.961355791025704e+18, Ar2(W)^+: 9.93803938448195e+16, Ar(W)^+: 331387931209115.0, Ar^+: 519799593774219.1, Ar: 3.2187734463800575e+24, e(W): 1.0067871316267643e+17, EN: 4.493500157342156
time: 6.920589933851418e-05, e: 2.4461527257484826e+17, Ar2^+: 2.4505640436772653e+17, Ar*: 1.960156791025704e+18, Ar2(W)^+: 9.96213938448195e+16, Ar(W)^+: 332387931209115.0, Ar^+: 514799593774219.1, Ar: 3.218773446943287e+24, e(W): 1.0090971316267643e+17, EN: 4.4915571247281925
time: 6.937382796370803e-05, e: 2.4455827257484826e+17, Ar2^+: 2.4495940436772653e+17, Ar*: 1.959376791025704e+18, Ar2(W)^+: 9.99033938448195e+16, Ar(W)^+: 332387931209115.0, Ar^+: 526799593774219.1, Ar: 3.2187734473414633e+24, e(W): 1.0116371316267643e+17, EN: 4.492859902272519
