time: 1e-09, e: 1000000000000.0, Ar2^+: 0, Ar*: 0, Ar2(W)^+: 0, Ar(W)^+: 0, Ar^+: 1000000000000.0, Ar: 3.2187760973281406e+24, e(W): 0, EN: 77.66808103688814
time: 0.00012148296672880943, e: 2.4380627257484826e+17, Ar2^+: 2.4423940436772653e+17, Ar*: 1.954152791025704e+18, Ar2(W)^+: 1.7673339384481952e+17, Ar(W)^+: 493387931209115.0, Ar^+: 501799593774219.1, Ar: 3.218773300214039e+24, e(W): 1.781617131626764e+17, EN: 4.510122985079253
time: 0.00012165031908045038, e: 2.4383627257484826e+17, Ar2^+: 2.4425140436772653e+17, Ar*: 1.954053791025704e+18, Ar2(W)^+: 1.7696339384481952e+17, Ar(W)^+: 493387931209115.0, Ar^+: 516799593774219.1, Ar: 3.218773299814058e+24, e(W): 1.783887131626764e+17, EN: 4.509431597052177
time: 0.00012181664595143007, e: 2.4383127257484826e+17, Ar2^+: 2.4427240436772653e+17, Ar*: 1.953714791025704e+18, Ar2(W)^+: 1.7722039384481952e+17, Ar(W)^+: 493387931209115.0, Ar^+: 480799593774219.1, Ar: 3.218773299633136e+24, e(W): 1.786357131626764e+17, EN: 4.509546812795963
time: 0.000121983783492072, e: 2.4386227257484826e+17, Ar2^+: 2.4422740436772653e+17, Ar*: 1.953816791025704e+18, Ar2(W)^+: 1.7749939384481952e+17, Ar(W)^+: 493387931209115.0, Ar^+: 497799593774219.1, Ar: 3.218773299046127e+24, e(W): 1.788557131626764e+17, EN: 4.508832576519409
time: 0.0001221510161321984, e: 2.4379327257484826e+17, Ar2^+: 2.4416740436772653e+17, Ar*: 1.954464791025704e+18, Ar2(W)^+: 1.7774839384481952e+17, Ar(W)^+: 494387931209115.0, Ar^+: 506799593774219.1, Ar: 3.218773298010028e+24, e(W): 1.791237131626764e+17, EN: 4.5104227386375175
time: 0.00012231812441942824, e: 2.4377927257484826e+17, Ar2^+: 2.4417940436772653e+17, Ar*: 1.954726791025704e+18, Ar2(W)^+: 1.7799239384481952e+17, Ar(W)^+: 494387931209115.0, Ar^+: 472799593774219.1, Ar: 3.2187732972699926e+24, e(W): 1.793597131626764e+17, EN: 4.510745427458741
time: 0.0001224856181295664, e: 2.4376427257484826e+17, Ar2^+: 2.4415440436772653e+17, Ar*: 1.954675791025704e+18, Ar2(W)^+: 1.7823239384481952e+17, Ar(W)^+: 494387931209115.0, Ar^+: 498799593774219.1, Ar: 3.2187732968650116e+24, e(W): 1.796157131626764e+17, EN: 4.511091307666385
time: 0.00012265051799912217, e: 2.4376727257484826e+17, Ar2^+: 2.4413040436772653e+17, Ar*: 1.954851791025704e+18, Ar2(W)^+: 1.7849839384481952e+17, Ar(W)^+: 494387931209115.0, Ar^+: 522799593774219.1, Ar: 3.218773296180975e+24, e(W): 1.798787131626764e+17, EN: 4.511022127175306
time: 0.00012281715497443782, e: 2.4384427257484826e+17, Ar2^+: 2.4415840436772653e+17, Ar*: 1.954579791025704e+18, Ar2(W)^+: 1.7876039384481952e+17, Ar(W)^+: 494387931209115.0, Ar^+: 540799593774219.1, Ar: 3.218773295855024e+24, e(W): 1.801097131626764e+17, EN: 4.509247265346324
time: 0.0001229838027141657, e: 2.4383027257484826e+17, Ar2^+: 2.4415340436772653e+17, Ar*: 1.954045791025704e+18, Ar2(W)^+: 1.7900139384481952e+17, Ar(W)^+: 495387931209115.0, Ar^+: 538799593774219.1, Ar: 3.2187732959181425e+24, e(W): 1.803587131626764e+17, EN: 4.509569857049182
time: 0.00012315056284523956, e: 2.4385427257484826e+17, Ar2^+: 2.4415940436772653e+17, Ar*: 1.954513791025704e+18, Ar2(W)^+: 1.7926439384481952e+17, Ar(W)^+: 495387931209115.0, Ar^+: 532799593774219.1, Ar: 3.218773294918054e+24, e(W): 1.805977131626764e+17, EN: 4.509016872901046
time: 0.00012331768394185705, e: 2.4378227257484826e+17, Ar2^+: 2.4410840436772653e+17, Ar*: 1.954273791025704e+18, Ar2(W)^+: 1.7951939384481952e+17, Ar(W)^+: 496387931209115.0, Ar^+: 517799593774219.1, Ar: 3.218773294764143e+24, e(W): 1.808597131626764e+17, EN: 4.510676258516117
time: 0.00012348448044509217, e: 2.4381027257484826e+17, Ar2^+: 2.4410340436772653e+17, Ar*: 1.953951791025704e+18, Ar2(W)^+: 1.7976639384481952e+17, Ar(W)^+: 496387931209115.0, Ar^+: 521799593774219.1, Ar: 3.2187732945982234e+24, e(W): 1.810777131626764e+17, EN: 4.510030787598021
time: 0.00012365010876833223, e: 2.4379527257484826e+17, Ar2^+: 2.4411440436772653e+17, Ar*: 1.954605791025704e+18, Ar2(W)^+: 1.7998639384481952e+17, Ar(W)^+: 497387931209115.0, Ar^+: 523799593774219.1, Ar: 3.2187732934791117e+24, e(W): 1.813267131626764e+17, EN: 4.510375177988012
time: 0.00012381745484290905, e: 2.4377927257484826e+17, Ar2^+: 2.4409040436772653e+17, Ar*: 1.954601791025704e+18, Ar2(W)^+: 1.8022839384481952e+17, Ar(W)^+: 498387931209115.0, Ar^+: 524799593774219.1, Ar: 3.218773293045131e+24, e(W): 1.815627131626764e+17, EN: 4.510745427927085
time: 0.0001239847444805833, e: 2.4374227257484826e+17, Ar2^+: 2.4406740436772653e+17, Ar*: 1.954617791025704e+18, Ar2(W)^+: 1.8047839384481952e+17, Ar(W)^+: 499387931209115.0, Ar^+: 513799593774219.1, Ar: 3.218773292585155e+24, e(W): 1.818167131626764e+17, EN: 4.511598701116024
time: 0.0001241503942686999, e: 2.4373427257484826e+17, Ar2^+: 2.4408440436772653e+17, Ar*: 1.954624791025704e+18, Ar2(W)^+: 1.8073439384481952e+17, Ar(W)^+: 500387931209115.0, Ar^+: 497799593774219.1, Ar: 3.218773292047158e+24, e(W): 1.820827131626764e+17, EN: 4.511783232931275
time: 0.00012431684632893976, e: 2.4374327257484826e+17, Ar2^+: 2.4406040436772653e+17, Ar*: 1.954763791025704e+18, Ar2(W)^+: 1.8099439384481952e+17, Ar(W)^+: 501387931209115.0, Ar^+: 507799593774219.1, Ar: 3.2187732914251515e+24, e(W): 1.823207131626764e+17, EN: 4.511575635273713
time: 0.00012448419492643945, e: 2.4374827257484826e+17, Ar2^+: 2.4411240436772653e+17, Ar*: 1.954589791025704e+18, Ar2(W)^+: 1.8124139384481952e+17, Ar(W)^+: 501387931209115.0, Ar^+: 465799593774219.1, Ar: 3.2187732910431893e+24, e(W): 1.825727131626764e+17, EN: 4.51146030933933
time: 0.00012465134385055722, e: 2.4376027257484826e+17, Ar2^+: 2.4411540436772653e+17, Ar*: 1.954536791025704e+18, Ar2(W)^+: 1.8147439384481952e+17, Ar(W)^+: 502387931209115.0, Ar^+: 486799593774219.1, Ar: 3.2187732906022116e+24, e(W): 1.828187131626764e+17, EN: 4.511183552594868
time: 0.0001248181050115917, e: 2.4375627257484826e+17, Ar2^+: 2.4409540436772653e+17, Ar*: 1.954483791025704e+18, Ar2(W)^+: 1.8171239384481952e+17, Ar(W)^+: 503387931209115.0, Ar^+: 501799593774219.1, Ar: 3.21877329020324e+24, e(W): 1.830567131626764e+17, EN: 4.511275800895843
time: 0.00012498458366151877, e: 2.4373727257484826e+17, Ar2^+: 2.4410040436772653e+17, Ar*: 1.953030791025704e+18, Ar2(W)^+: 1.8193539384481952e+17, Ar(W)^+: 505387931209115.0, Ar^+: 503799593774219.1, Ar: 3.2187732911965223e+24, e(W): 1.833077131626764e+17, EN: 4.511714034957915
time: 0.00012515120792932666, e: 2.4372527257484826e+17, Ar2^+: 2.4409440436772653e+17, Ar*: 1.953496791025704e+18, Ar2(W)^+: 1.8218139384481952e+17, Ar(W)^+: 505387931209115.0, Ar^+: 487799593774219.1, Ar: 3.2187732902664547e+24, e(W): 1.835437131626764e+17, EN: 4.5119908610548
time: 0.0001253179161052789, e: 2.4370727257484826e+17, Ar2^+: 2.4405640436772653e+17, Ar*: 1.953774791025704e+18, Ar2(W)^+: 1.8244139384481952e+17, Ar(W)^+: 505387931209115.0, Ar^+: 513799593774219.1, Ar: 3.2187732895184093e+24, e(W): 1.838097131626764e+17, EN: 4.512406167942745
time: 0.0001254846543336882, e: 2.4371827257484826e+17, Ar2^+: 2.4404340436772653e+17, Ar*: 1.954023791025704e+18, Ar2(W)^+: 1.8269839384481952e+17, Ar(W)^+: 505387931209115.0, Ar^+: 527799593774219.1, Ar: 3.2187732887673656e+24, e(W): 1.840567131626764e+17, EN: 4.512152359709905
time: 0.00012565192439198926, e: 2.4370327257484826e+17, Ar2^+: 2.4405440436772653e+17, Ar*: 1.954270791025704e+18, Ar2(W)^+: 1.8293239384481952e+17, Ar(W)^+: 506387931209115.0, Ar^+: 512799593774219.1, Ar: 3.2187732880443395e+24, e(W): 1.843027131626764e+17, EN: 4.512498469502138
time: 0.00012581884762461056, e: 2.4371527257484826e+17, Ar2^+: 2.4410740436772653e+17, Ar*: 1.953912791025704e+18, Ar2(W)^+: 1.8316239384481952e+17, Ar(W)^+: 506387931209115.0, Ar^+: 502799593774219.1, Ar: 3.218773287846403e+24, e(W): 1.845637131626764e+17, EN: 4.512221577250618
time: 0.00012598519979763426, e: 2.4374127257484826e+17, Ar2^+: 2.4411040436772653e+17, Ar*: 1.953964791025704e+18, Ar2(W)^+: 1.8343339384481952e+17, Ar(W)^+: 510387931209115.0, Ar^+: 518799593774219.1, Ar: 3.218773287226385e+24, e(W): 1.848317131626764e+17, EN: 4.511621767966043
time: 0.0001261525488252039, e: 2.4370527257484826e+17, Ar2^+: 2.4412640436772653e+17, Ar*: 1.954281791025704e+18, Ar2(W)^+: 1.8364639384481952e+17, Ar(W)^+: 511387931209115.0, Ar^+: 503799593774219.1, Ar: 3.2187732864653506e+24, e(W): 1.850827131626764e+17, EN: 4.512452318441981
time: 0.00012631984364417666, e: 2.4369527257484826e+17, Ar2^+: 2.4415140436772653e+17, Ar*: 1.954516791025704e+18, Ar2(W)^+: 1.8387239384481952e+17, Ar(W)^+: 511387931209115.0, Ar^+: 503799593774219.1, Ar: 3.218773285728322e+24, e(W): 1.853437131626764e+17, EN: 4.512683084685193
time: 0.0001264869660931933, e: 2.4362027257484826e+17, Ar2^+: 2.4407940436772653e+17, Ar*: 1.954745791025704e+18, Ar2(W)^+: 1.8413939384481952e+17, Ar(W)^+: 511387931209115.0, Ar^+: 489799593774219.1, Ar: 3.218773285123309e+24, e(W): 1.855997131626764e+17, EN: 4.5144146318679015
time: 0.00012665324702260824, e: 2.4358827257484826e+17, Ar2^+: 2.4409840436772653e+17, Ar*: 1.954935791025704e+18, Ar2(W)^+: 1.8438739384481952e+17, Ar(W)^+: 512387931209115.0, Ar^+: 460799593774219.1, Ar: 3.218773284427286e+24, e(W): 1.858707131626764e+17, EN: 4.515153855731442
time: 0.00012682001922366943, e: 2.4358127257484826e+17, Ar2^+: 2.4409640436772653e+17, Ar*: 1.955379791025704e+18, Ar2(W)^+: 1.8460739384481952e+17, Ar(W)^+: 513387931209115.0, Ar^+: 471799593774219.1, Ar: 3.2187732835352203e+24, e(W): 1.861077131626764e+17, EN: 4.5153155953241715
time: 0.00012698620436134904, e: 2.4355027257484826e+17, Ar2^+: 2.4403640436772653e+17, Ar*: 1.956014791025704e+18, Ar2(W)^+: 1.8486839384481952e+17, Ar(W)^+: 514387931209115.0, Ar^+: 489799593774219.1, Ar: 3.218773282479115e+24, e(W): 1.863587131626764e+17, EN: 4.516032018716745
time: 0.0001271515698185952, e: 2.4356627257484826e+17, Ar2^+: 2.4404440436772653e+17, Ar*: 1.956077791025704e+18, Ar2(W)^+: 1.8510939384481952e+17, Ar(W)^+: 514387931209115.0, Ar^+: 503799593774219.1, Ar: 3.2187732819041023e+24, e(W): 1.866057131626764e+17, EN: 4.51566222168127
time: 0.00012731825595595965, e: 2.4360027257484826e+17, Ar2^+: 2.4403840436772653e+17, Ar*: 1.956306791025704e+18, Ar2(W)^+: 1.8536239384481952e+17, Ar(W)^+: 514387931209115.0, Ar^+: 516799593774219.1, Ar: 3.2187732811680625e+24, e(W): 1.868317131626764e+17, EN: 4.514876616824525
time: 0.0001274842682236994, e: 2.4364027257484826e+17, Ar2^+: 2.4406940436772653e+17, Ar*: 1.956314791025704e+18, Ar2(W)^+: 1.8562839384481952e+17, Ar(W)^+: 514387931209115.0, Ar^+: 504799593774219.1, Ar: 3.218773280578059e+24, e(W): 1.870767131626764e+17, EN: 4.513952748067677
time: 0.00012765082140261502, e: 2.4356627257484826e+17, Ar2^+: 2.4399640436772653e+17, Ar*: 1.956638791025704e+18, Ar2(W)^+: 1.8588039384481952e+17, Ar(W)^+: 515387931209115.0, Ar^+: 510799593774219.1, Ar: 3.218773279889034e+24, e(W): 1.873367131626764e+17, EN: 4.515662139074845
time: 0.00012781779341982364, e: 2.4357527257484826e+17, Ar2^+: 2.4399440436772653e+17, Ar*: 1.956694791025704e+18, Ar2(W)^+: 1.8612539384481952e+17, Ar(W)^+: 517387931209115.0, Ar^+: 520799593774219.1, Ar: 3.218773279335039e+24, e(W): 1.875827131626764e+17, EN: 4.515454239343701
time: 0.00012798413179452672, e: 2.4354027257484826e+17, Ar2^+: 2.4395940436772653e+17, Ar*: 1.956561791025704e+18, Ar2(W)^+: 1.8637139384481952e+17, Ar(W)^+: 517387931209115.0, Ar^+: 515799593774219.1, Ar: 3.2187732790510994e+24, e(W): 1.878237131626764e+17, EN: 4.5162631749361495
time: 0.00012814994747900295, e: 2.4353927257484826e+17, Ar2^+: 2.4394640436772653e+17, Ar*: 1.956521791025704e+18, Ar2(W)^+: 1.8664739384481952e+17, Ar(W)^+: 519387931209115.0, Ar^+: 502799593774219.1, Ar: 3.218773278576115e+24, e(W): 1.880767131626764e+17, EN: 4.516286291967399
time: 0.00012831650221091753, e: 2.4357827257484826e+17, Ar2^+: 2.4392040436772653e+17, Ar*: 1.957015791025704e+18, Ar2(W)^+: 1.8691639384481952e+17, Ar(W)^+: 519387931209115.0, Ar^+: 517799593774219.1, Ar: 3.218773277581027e+24, e(W): 1.882957131626764e+17, EN: 4.515384916511977
time: 0.0001284822518039849, e: 2.4358827257484826e+17, Ar2^+: 2.4388540436772653e+17, Ar*: 1.957078791025704e+18, Ar2(W)^+: 1.8716939384481952e+17, Ar(W)^+: 519387931209115.0, Ar^+: 557799593774219.1, Ar: 3.218773277042022e+24, e(W): 1.885437131626764e+17, EN: 4.515153856297172
time: 0.00012864859627625957, e: 2.4352427257484826e+17, Ar2^+: 2.4385640436772653e+17, Ar*: 1.957266791025704e+18, Ar2(W)^+: 1.8740439384481952e+17, Ar(W)^+: 520387931209115.0, Ar^+: 543799593774219.1, Ar: 3.2187732764550215e+24, e(W): 1.888007131626764e+17, EN: 4.516633076969153
time: 0.0001288145026737095, e: 2.4354527257484826e+17, Ar2^+: 2.4391340436772653e+17, Ar*: 1.957292791025704e+18, Ar2(W)^+: 1.8764539384481952e+17, Ar(W)^+: 521387931209115.0, Ar^+: 508799593774219.1, Ar: 3.2187732758670233e+24, e(W): 1.890437131626764e+17, EN: 4.51614759409968
time: 0.00012898095859850225, e: 2.4354527257484826e+17, Ar2^+: 2.4392740436772653e+17, Ar*: 1.956808791025704e+18, Ar2(W)^+: 1.8788939384481952e+17, Ar(W)^+: 521387931209115.0, Ar^+: 483799593774219.1, Ar: 3.218773275860141e+24, e(W): 1.892767131626764e+17, EN: 4.516147594152619
time: 0.0001291457371501526, e: 2.4347727257484826e+17, Ar2^+: 2.4387640436772653e+17, Ar*: 1.957256791025704e+18, Ar2(W)^+: 1.8812639384481952e+17, Ar(W)^+: 523387931209115.0, Ar^+: 472799593774219.1, Ar: 3.2187732750490945e+24, e(W): 1.895217131626764e+17, EN: 4.517720036700746
time: 0.00012931239315300855, e: 2.4343827257484826e+17, Ar2^+: 2.4383540436772653e+17, Ar*: 1.957185791025704e+18, Ar2(W)^+: 1.8837839384481952e+17, Ar(W)^+: 523387931209115.0, Ar^+: 466799593774219.1, Ar: 3.218773274704127e+24, e(W): 1.897657131626764e+17, EN: 4.51862240463771
time: 0.0001294779631902904, e: 2.4351627257484826e+17, Ar2^+: 2.4387840436772653e+17, Ar*: 1.957403791025704e+18, Ar2(W)^+: 1.8862939384481952e+17, Ar(W)^+: 523387931209115.0, Ar^+: 489799593774219.1, Ar: 3.2187732738750787e+24, e(W): 1.900047131626764e+17, EN: 4.516818052325512
time: 0.0001296440848285029, e: 2.4353127257484826e+17, Ar2^+: 2.4389840436772653e+17, Ar*: 1.957708791025704e+18, Ar2(W)^+: 1.8887739384481952e+17, Ar(W)^+: 525387931209115.0, Ar^+: 473799593774219.1, Ar: 3.2187732730480355e+24, e(W): 1.902437131626764e+17, EN: 4.516471237306522
time: 0.0001298098002544431, e: 2.4350227257484826e+17, Ar2^+: 2.4387340436772653e+17, Ar*: 1.957849791025704e+18, Ar2(W)^+: 1.8910039384481952e+17, Ar(W)^+: 526387931209115.0, Ar^+: 466799593774219.1, Ar: 3.218773272517036e+24, e(W): 1.904647131626764e+17, EN: 4.517141797630159
time: 0.00012997635168878792, e: 2.4344927257484826e+17, Ar2^+: 2.4386440436772653e+17, Ar*: 1.958116791025704e+18, Ar2(W)^+: 1.8932639384481952e+17, Ar(W)^+: 526387931209115.0, Ar^+: 448799593774219.1, Ar: 3.218773271834018e+24, e(W): 1.907167131626764e+17, EN: 4.518367851991753
time: 0.0001301425658914383, e: 2.4341927257484826e+17, Ar2^+: 2.4379540436772653e+17, Ar*: 1.958399791025704e+18, Ar2(W)^+: 1.8956539384481952e+17, Ar(W)^+: 526387931209115.0, Ar^+: 480799593774219.1, Ar: 3.218773271178983e+24, e(W): 1.909487131626764e+17, EN: 4.519062158982344
time: 0.00013030807659524153, e: 2.4341427257484826e+17, Ar2^+: 2.4375140436772653e+17, Ar*: 1.959176791025704e+18, Ar2(W)^+: 1.8982239384481952e+17, Ar(W)^+: 526387931209115.0, Ar^+: 510799593774219.1, Ar: 3.218773269945837e+24, e(W): 1.911967131626764e+17, EN: 4.5191779038999975
time: 0.00013047351811458464, e: 2.4342827257484826e+17, Ar2^+: 2.4379340436772653e+17, Ar*: 1.959491791025704e+18, Ar2(W)^+: 1.9002939384481952e+17, Ar(W)^+: 526387931209115.0, Ar^+: 501799593774219.1, Ar: 3.2187732691417917e+24, e(W): 1.914227131626764e+17, EN: 4.518853843162564
time: 0.00013063935437135368, e: 2.4347727257484826e+17, Ar2^+: 2.4384640436772653e+17, Ar*: 1.959943791025704e+18, Ar2(W)^+: 1.9025639384481952e+17, Ar(W)^+: 527387931209115.0, Ar^+: 518799593774219.1, Ar: 3.2187732681117007e+24, e(W): 1.916717131626764e+17, EN: 4.51772003716007
time: 0.00013080448978486668, e: 2.4351127257484826e+17, Ar2^+: 2.4385740436772653e+17, Ar*: 1.960369791025704e+18, Ar2(W)^+: 1.9052239384481952e+17, Ar(W)^+: 528387931209115.0, Ar^+: 505799593774219.1, Ar: 3.218773267143631e+24, e(W): 1.919027131626764e+17, EN: 4.516933670351749
time: 0.0001309692703172677, e: 2.4357227257484826e+17, Ar2^+: 2.4387340436772653e+17, Ar*: 1.960428791025704e+18, Ar2(W)^+: 1.9077139384481952e+17, Ar(W)^+: 528387931209115.0, Ar^+: 531799593774219.1, Ar: 3.218773266528607e+24, e(W): 1.921327131626764e+17, EN: 4.515523565574155
time: 0.0001311360398851516, e: 2.4361327257484826e+17, Ar2^+: 2.4387040436772653e+17, Ar*: 1.960375791025704e+18, Ar2(W)^+: 1.9104739384481952e+17, Ar(W)^+: 529387931209115.0, Ar^+: 548799593774219.1, Ar: 3.218773266017607e+24, e(W): 1.923827131626764e+17, EN: 4.514576316523693
time: 0.00013130246812367117, e: 2.4364827257484826e+17, Ar2^+: 2.4392040436772653e+17, Ar*: 1.960029791025704e+18, Ar2(W)^+: 1.9129639384481952e+17, Ar(W)^+: 530387931209115.0, Ar^+: 537799593774219.1, Ar: 3.218773265775678e+24, e(W): 1.926367131626764e+17, EN: 4.513768023768501
time: 0.00013146794024787768, e: 2.4364027257484826e+17, Ar2^+: 2.4391240436772653e+17, Ar*: 1.960476791025704e+18, Ar2(W)^+: 1.9154139384481952e+17, Ar(W)^+: 530387931209115.0, Ar^+: 531799593774219.1, Ar: 3.2187732648606166e+24, e(W): 1.928757131626764e+17, EN: 4.513952749313946
time: 0.00013163496552397338, e: 2.4363527257484826e+17, Ar2^+: 2.4389640436772653e+17, Ar*: 1.960744791025704e+18, Ar2(W)^+: 1.9180139384481952e+17, Ar(W)^+: 532387931209115.0, Ar^+: 543799593774219.1, Ar: 3.218773264090572e+24, e(W): 1.931387131626764e+17, EN: 4.5140682109670545
time: 0.00013180159387947792, e: 2.4364027257484826e+17, Ar2^+: 2.4391640436772653e+17, Ar*: 1.960645791025704e+18, Ar2(W)^+: 1.9204539384481952e+17, Ar(W)^+: 532387931209115.0, Ar^+: 534799593774219.1, Ar: 3.2187732636706106e+24, e(W): 1.933887131626764e+17, EN: 4.513952749424065
time: 0.00013196741269179594, e: 2.4361827257484826e+17, Ar2^+: 2.4388040436772653e+17, Ar*: 1.960691791025704e+18, Ar2(W)^+: 1.9229839384481952e+17, Ar(W)^+: 533387931209115.0, Ar^+: 530799593774219.1, Ar: 3.218773263193624e+24, e(W): 1.936247131626764e+17, EN: 4.514460827535502
time: 0.00013213372299518528, e: 2.4366927257484826e+17, Ar2^+: 2.4393740436772653e+17, Ar*: 1.960550791025704e+18, Ar2(W)^+: 1.9254339384481952e+17, Ar(W)^+: 533387931209115.0, Ar^+: 534799593774219.1, Ar: 3.218773262726652e+24, e(W): 1.938797131626764e+17, EN: 4.5132832162080545
time: 0.00013230049976459423, e: 2.4372927257484826e+17, Ar2^+: 2.4398640436772653e+17, Ar*: 1.960152791025704e+18, Ar2(W)^+: 1.9280339384481952e+17, Ar(W)^+: 533387931209115.0, Ar^+: 520799593774219.1, Ar: 3.2187732625207324e+24, e(W): 1.941147131626764e+17, EN: 4.511898583962616
time: 0.0001324668660764902, e: 2.4374427257484826e+17, Ar2^+: 2.4400540436772653e+17, Ar*: 1.959776791025704e+18, Ar2(W)^+: 1.9305439384481952e+17, Ar(W)^+: 534387931209115.0, Ar^+: 535799593774219.1, Ar: 3.2187732623408065e+24, e(W): 1.943857131626764e+17, EN: 4.5115525721659075
time: 0.00013263334321788245, e: 2.4377527257484826e+17, Ar2^+: 2.4405440436772653e+17, Ar*: 1.959591791025704e+18, Ar2(W)^+: 1.9328939384481952e+17, Ar(W)^+: 534387931209115.0, Ar^+: 530799593774219.1, Ar: 3.2187732619628435e+24, e(W): 1.946337131626764e+17, EN: 4.510837658737925
time: 0.00013279981537957973, e: 2.4375427257484826e+17, Ar2^+: 2.4407840436772653e+17, Ar*: 1.959665791025704e+18, Ar2(W)^+: 1.9351739384481952e+17, Ar(W)^+: 534387931209115.0, Ar^+: 520799593774219.1, Ar: 3.2187732613948405e+24, e(W): 1.948967131626764e+17, EN: 4.511321929071632
time: 0.00013296523105134955, e: 2.4374827257484826e+17, Ar2^+: 2.4407340436772653e+17, Ar*: 1.959386791025704e+18, Ar2(W)^+: 1.9377739384481952e+17, Ar(W)^+: 534387931209115.0, Ar^+: 509799593774219.1, Ar: 3.218773261174914e+24, e(W): 1.951467131626764e+17, EN: 4.511460312057088
time: 0.00013313151127292044, e: 2.4374027257484826e+17, Ar2^+: 2.4410840436772653e+17, Ar*: 1.959348791025704e+18, Ar2(W)^+: 1.9402039384481952e+17, Ar(W)^+: 534387931209115.0, Ar^+: 474799593774219.1, Ar: 3.2187732606919305e+24, e(W): 1.953977131626764e+17, EN: 4.51164483669772
time: 0.00013329810668827105, e: 2.4373827257484826e+17, Ar2^+: 2.4410640436772653e+17, Ar*: 1.959218791025704e+18, Ar2(W)^+: 1.9425139384481952e+17, Ar(W)^+: 534387931209115.0, Ar^+: 483799593774219.1, Ar: 3.218773260354961e+24, e(W): 1.956377131626764e+17, EN: 4.511690970407544
time: 0.0001334639041340999, e: 2.4380227257484826e+17, Ar2^+: 2.4413440436772653e+17, Ar*: 1.959016791025704e+18, Ar2(W)^+: 1.9450139384481952e+17, Ar(W)^+: 535387931209115.0, Ar^+: 499799593774219.1, Ar: 3.218773259983987e+24, e(W): 1.958687131626764e+17, EN: 4.510215191003256
time: 0.0001336301805848566, e: 2.4383627257484826e+17, Ar2^+: 2.4415740436772653e+17, Ar*: 1.958891791025704e+18, Ar2(W)^+: 1.9474539384481952e+17, Ar(W)^+: 535387931209115.0, Ar^+: 492799593774219.1, Ar: 3.218773259582021e+24, e(W): 1.960947131626764e+17, EN: 4.509431600860348
time: 0.00013379706086797416, e: 2.4378127257484826e+17, Ar2^+: 2.4412340436772653e+17, Ar*: 1.958341791025704e+18, Ar2(W)^+: 1.9497539384481952e+17, Ar(W)^+: 535387931209115.0, Ar^+: 504799593774219.1, Ar: 3.218773259728144e+24, e(W): 1.963577131626764e+17, EN: 4.510699318019975
time: 0.00013396368156510648, e: 2.4376327257484826e+17, Ar2^+: 2.4416740436772653e+17, Ar*: 1.958363791025704e+18, Ar2(W)^+: 1.9519539384481952e+17, Ar(W)^+: 535387931209115.0, Ar^+: 482799593774219.1, Ar: 3.218773259200159e+24, e(W): 1.966177131626764e+17, EN: 4.511114372008872
time: 0.00013412963856105928, e: 2.4373927257484826e+17, Ar2^+: 2.4416340436772653e+17, Ar*: 1.957932791025704e+18, Ar2(W)^+: 1.9546339384481952e+17, Ar(W)^+: 535387931209115.0, Ar^+: 461799593774219.1, Ar: 3.2187732591242594e+24, e(W): 1.968847131626764e+17, EN: 4.511667903723426
time: 0.00013429658721159706, e: 2.4372027257484826e+17, Ar2^+: 2.4415740436772653e+17, Ar*: 1.957973791025704e+18, Ar2(W)^+: 1.9569039384481952e+17, Ar(W)^+: 535387931209115.0, Ar^+: 455799593774219.1, Ar: 3.218773258647269e+24, e(W): 1.971187131626764e+17, EN: 4.512106219123269
time: 0.0001344635608391435, e: 2.4373227257484826e+17, Ar2^+: 2.4411540436772653e+17, Ar*: 1.957880791025704e+18, Ar2(W)^+: 1.9596039384481952e+17, Ar(W)^+: 536387931209115.0, Ar^+: 472799593774219.1, Ar: 3.2187732582662876e+24, e(W): 1.973527131626764e+17, EN: 4.511829372889886
time: 0.00013463061321821568, e: 2.4377327257484826e+17, Ar2^+: 2.4413540436772653e+17, Ar*: 1.957522791025704e+18, Ar2(W)^+: 1.9620939384481952e+17, Ar(W)^+: 537387931209115.0, Ar^+: 480799593774219.1, Ar: 3.2187732580773557e+24, e(W): 1.975897131626764e+17, EN: 4.510883776670336
time: 0.0001347971294667856, e: 2.4378227257484826e+17, Ar2^+: 2.4411740436772653e+17, Ar*: 1.957278791025704e+18, Ar2(W)^+: 1.9646339384481952e+17, Ar(W)^+: 538387931209115.0, Ar^+: 472799593774219.1, Ar: 3.21877325785642e+24, e(W): 1.978097131626764e+17, EN: 4.510676262166235
time: 0.00013496363302574084, e: 2.4374427257484826e+17, Ar2^+: 2.4405540436772653e+17, Ar*: 1.957000791025704e+18, Ar2(W)^+: 1.9673239384481952e+17, Ar(W)^+: 539387931209115.0, Ar^+: 484799593774219.1, Ar: 3.2187732577074957e+24, e(W): 1.980677131626764e+17, EN: 4.511552572946642
time: 0.0001351310608688196, e: 2.4377227257484826e+17, Ar2^+: 2.4403240436772653e+17, Ar*: 1.956353791025704e+18, Ar2(W)^+: 1.9701639384481952e+17, Ar(W)^+: 540387931209115.0, Ar^+: 499799593774219.1, Ar: 3.218773257816611e+24, e(W): 1.983167131626764e+17, EN: 4.510906917122062
